Bezpieczeństwo wewnętrzne;"Wyższa Szkoła Prawa i Administracji w Przemyślu; Zamiejscowy Wydział Prawa i Administracji w Rzeszowie"
Bezpieczeństwo wewnętrzne;"Wyższa Szkoła Finansów i Prawa w Bielsku-Białej; Wydział Prawa i Nauk Społecznych"
Bezpieczeństwo wewnętrzne;"Wyższa Szkoła Zarządzania Ochroną Pracy w Katowicach; Wydział Humanistyczno-Społeczny"
Biochemia;"Uniwersytet Jagielloński w Krakowie; Wydział Biochemii, Biofizyki i Biotechnologii"
bioetyka;"Uniwersytet Warszawski; Wydział Filozofii i Socjologii"
Biofizyka;"Uniwersytet Śląski w Katowicach; Wydział Matematyki, Fizyki i Chemii"
Biofizyka;"Uniwersytet Jagielloński w Krakowie; Wydział Fizyki, Astronomii i Informatyki Stosowanej"
Biofizyka;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Fizyki"
Bioinformatyka;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Biologii"
Bioinformatyka;"Uniwersytet Przyrodniczy we Wrocławiu; Wydział Biologii i Hodowli Zwierząt"
bioinformatyka i biologia systemów [do 2012-09-30 Makrokierunek bioinformatyka i biologia systemów];"Uniwersytet Warszawski; Wydział Biologii
Uniwersytet Warszawski; Wydział Fizyki
Uniwersytet Warszawski; Wydział Matematyki, Informatyki i Mechaniki"
Bioinżynieria;"Uniwersytet Przyrodniczy w Lublinie; Wydział Agrobioinżynierii"
Bioinżynieria produkcji żywności;"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Przyrodniczy"
Biologia;"Uniwersytet Marii Curie-Skłodowskiej w Lublinie; Wydział Biologii i Biotechnologii"
Biologia;"Uniwersytet Łódzki; Wydział Biologii i Ochrony Środowiska"
Biologia;"Uniwersytet Gdański; Wydział Biologii"
Biologia;"Uniwersytet Jagielloński w Krakowie; Wydział Biologii i Nauk o Ziemi"
Biologia;"Uniwersytet Zielonogórski; Wydział Nauk Biologicznych"
Biologia;"Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie; Wydział Biologii i Nauk o Środowisku"
Biologia;"Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie; Wydział Hodowli i Biologii Zwierząt"
Biologia;"Uniwersytet Pedagogiczny im. Komisji Edukacji Narodowej w Krakowie; Wydział Geograficzno-Biologiczny"
Biologia;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Biologii"
Biologia;"Uniwersytet Wrocławski; Wydział Nauk Biologicznych"
Biologia;"Szkoła Główna Gospodarstwa Wiejskiego w Warszawie; Wydział Rolnictwa i Biologii"
Biologia;"Uniwersytet Śląski w Katowicach; Wydział Biologii i Ochrony Środowiska"
Biologia;"Uniwersytet Przyrodniczo-Humanistyczny w Siedlcach; Wydział Przyrodniczy"
Biologia;"Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Biologii i Biotechnologii"
Biologia;"Zachodniopomorski Uniwersytet Technologiczny w Szczecinie; Wydział Biotechnologii i Hodowli Zwierząt"
Biologia;"Akademia Pomorska w Słupsku; Wydział Matematyczno-Przyrodniczy"
Biologia;"Uniwersytet Jana Kochanowskiego w Kielcach; Wydział Matematyczno-Przyrodniczy"
Biologia;"Uniwersytet Mikołaja Kopernika w Toruniu; Wydział Biologii i Ochrony Środowiska"
Biologia;"Uniwersytet Przyrodniczy we Wrocławiu; Wydział Biologii i Hodowli Zwierząt"
Biologia;"Uniwersytet Przyrodniczy w Lublinie; Wydział Biologii i Hodowli Zwierząt"
Biologia;"Uniwersytet Rzeszowski; Wydział Biologiczno-Rolniczy"
Biologia;"Uniwersytet Szczeciński; Wydział Biologii"
Biologia;"Uniwersytet Kazimierza Wielkiego w Bydgoszczy; Wydział Nauk Przyrodniczych"
Biologia;"Uniwersytet Przyrodniczy w Poznaniu; Wydział Hodowli i Biologii Zwierząt"
Biologia;"Uniwersytet w Białymstoku; Wydział Biologiczno-Chemiczny"
Biologia;"Uniwersytet Warszawski; Wydział Biologii"
Biologia;"Uniwersytet Opolski; Wydział Przyrodniczo-Techniczny"
Biologiczne podstawy kryminalistyki;"Uniwersytet Szczeciński; Wydział Biologii"
Biotechnologia;"Uniwersytet Marii Curie-Skłodowskiej w Lublinie; Wydział Biologii i Biotechnologii"
Biotechnologia;"Uniwersytet Łódzki; Wydział Biologii i Ochrony Środowiska"
Biotechnologia;"Uniwersytet Gdański; Międzyuczelniany Wydział Biotechnologii Uniwersytetu Gdańskiego i Gdańskiego Uniwersytetu Medycznego"
Biotechnologia;"Politechnika Łódzka; Wydział Biotechnologii i Nauk o Żywności"
Biotechnologia;"Politechnika Rzeszowska im. Ignacego Łukasiewicza; Wydział Chemiczny"
Biotechnologia;"Uniwersytet Wrocławski; Wydział Biotechnologii"
Biotechnologia;"Uniwersytet im. Adama Mickiewicza w Poznaniu; Wydział Biologii"
Biotechnologia;"Politechnika Śląska; Wydział Inżynierii Środowiska i Energetyki"
Biotechnologia;"Uniwersytet Technologiczno-Przyrodniczy im. Jana i Jędrzeja Śniadeckich w Bydgoszczy; Wydział Rolnictwa i Biotechnologii"
Biotechnologia;"Politechnika Śląska; Wydział Chemiczny"
Biotechnologia;"Uniwersytet Śląski w Katowicach; Wydział Biologii i Ochrony Środowiska"
Biotechnologia;"Politechnika Śląska; Wydział Automatyki, Elektroniki i Informatyki"
Biotechnologia;"Politechnika Wrocławska; Wydział Chemiczny"
Biotechnologia;"Politechnika Gdańska; Wydział Chemiczny"
Biotechnologia;"Uniwersytet Warmińsko-Mazurski w Olsztynie; Wydział Biologii i Biotechnologii"
